,sc,year,site,treatment,transect,round,uniqueID,genus,species,gs,plant_genus,plant_species,genus_species
8854,2014_SHT,2014,SH,T,2,1,XCIG2014_1122,Halictus,ligatus,Halictus_ligatus,Cirsium,arvense,Cirsium_arvense
8855,2014_SHT,2014,SH,T,2,1,XCIG2014_1123,Halictus,ligatus,Halictus_ligatus,Cirsium,arvense,Cirsium_arvense
8856,2014_SHC,2014,SH,C,2,1,XCIG2014_1124,Hylaeus,ornatus,Hylaeus_ornatus,Plantago,lanceolata,Plantago_lanceolata
8857,2014_SHC,2014,SH,C,2,1,XCIG2014_1125,Hylaeus,mesillae,Hylaeus_mesillae,Plantago,lanceolata,Plantago_lanceolata
8858,2014_SHC,2014,SH,C,2,1,XCIG2014_1126,Lasioglossum,trigeminum,Lasioglossum_trigeminum,Plantago,lanceolata,Plantago_lanceolata
8859,2014_SHC,2014,SH,C,1,1,XCIG2014_1127,Hylaeus,mesillae,Hylaeus_mesillae,Plantago,lanceolata,Plantago_lanceolata
8860,2014_SHC,2014,SH,C,1,1,XCIG2014_1128,Hylaeus,schwarzii,Hylaeus_schwarzii,Plantago,lanceolata,Plantago_lanceolata
8861,2014_SHC,2014,SH,C,1,1,XCIG2014_1129,Hylaeus,schwarzii,Hylaeus_schwarzii,Plantago,lanceolata,Plantago_lanceolata
8862,2014_SHC,2014,SH,C,1,1,XCIG2014_1130,Hylaeus,schwarzii,Hylaeus_schwarzii,Plantago,lanceolata,Plantago_lanceolata
8863,2014_SHC,2014,SH,C,2,1,XCIG2014_1131,Bombus,impatiens,Bombus_impatiens,Apocynum,cannabinum,Apocynum_cannabinum
8864,2014_SHC,2014,SH,C,2,1,XCIG2014_1132,Bombus,impatiens,Bombus_impatiens,Apocynum,cannabinum,Apocynum_cannabinum
8865,2014_SHC,2014,SH,C,2,1,XCIG2014_1135,Hylaeus,ornatus,Hylaeus_ornatus,Apocynum,cannabinum,Apocynum_cannabinum
8866,2014_SHC,2014,SH,C,2,1,XCIG2014_1136,Hylaeus,mesillae,Hylaeus_mesillae,Apocynum,cannabinum,Apocynum_cannabinum
8867,2014_SHT,2014,SH,T,2,1,XCIG2014_1137,Halictus,confusus,Halictus_confusus,Cirsium,arvense,Cirsium_arvense
8868,2014_SHT,2014,SH,T,2,1,XCIG2014_1138,Halictus,ligatus,Halictus_ligatus,Cirsium,arvense,Cirsium_arvense
8869,2014_SHT,2014,SH,T,2,1,XCIG2014_1139,Halictus,ligatus,Halictus_ligatus,Cirsium,arvense,Cirsium_arvense
8870,2014_SHT,2014,SH,T,2,1,XCIG2014_1140,Halictus,ligatus,Halictus_ligatus,Cirsium,arvense,Cirsium_arvense
8871,2014_SHT,2014,SH,T,2,1,XCIG2014_1141,Lasioglossum,versatum,Lasioglossum_versatum,Cirsium,arvense,Cirsium_arvense
8872,2014_SHT,2014,SH,T,2,1,XCIG2014_1142,Lasioglossum,hitchensi,Lasioglossum_hitchensi,Cirsium,arvense,Cirsium_arvense
8885,2014_DRT,2014,DR,T,1,1,XCIG2014_1156,Ceratina,strenua,Ceratina_strenua,Triodonis,perfoliata,Triodonis_perfoliata
8886,2014_DRT,2014,DR,T,1,1,XCIG2014_1157,Ceratina,mikmaqi,Ceratina_mikmaqi,Triodonis,perfoliata,Triodonis_perfoliata
8887,2014_DRT,2014,DR,T,1,1,XCIG2014_1158,Ceratina,mikmaqi,Ceratina_mikmaqi,Triodonis,perfoliata,Triodonis_perfoliata
8888,2014_DRT,2014,DR,T,1,1,XCIG2014_1159,Ceratina,strenua,Ceratina_strenua,Triodonis,perfoliata,Triodonis_perfoliata
8889,2014_DRT,2014,DR,T,1,1,XCIG2014_1160,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8890,2014_DRT,2014,DR,T,1,1,XCIG2014_1161,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8891,2014_DRT,2014,DR,T,1,1,XCIG2014_1162,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8892,2014_DRT,2014,DR,T,1,1,XCIG2014_1163,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8893,2014_DRT,2014,DR,T,1,1,XCIG2014_1164,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8894,2014_DRT,2014,DR,T,1,1,XCIG2014_1165,Ceratina,strenua,Ceratina_strenua,Triodonis,perfoliata,Triodonis_perfoliata
8895,2014_DRT,2014,DR,T,1,1,XCIG2014_1166,Halictus,confusus,Halictus_confusus,Triodonis,perfoliata,Triodonis_perfoliata
8896,2014_DRT,2014,DR,T,2,1,XCIG2014_1167,Ceratina,strenua,Ceratina_strenua,Penstemon,digitalis,Penstemon_digitalis
8897,2014_DRT,2014,DR,T,2,1,XCIG2014_1168,Ceratina,mikmaqi,Ceratina_mikmaqi,Trifolium,repens,Trifolium_repens
8898,2014_DRT,2014,DR,T,2,1,XCIG2014_1169,Hoplitis,pilosifrons,Hoplitis_pilosifrons,Trifolium,repens,Trifolium_repens
8899,2014_DRC,2014,DR,C,2,1,XCIG2014_1171,Halictus,ligatus,Halictus_ligatus,NA,NA,NA_NA
8900,2014_DRC,2014,DR,C,2,1,XCIG2014_1172,Halictus,ligatus,Halictus_ligatus,NA,NA,NA_NA
8902,2014_DRC,2014,DR,C,1,1,XCIG2014_1174,Lasioglossum,pilosum,Lasioglossum_pilosum,NA,NA,NA_NA
8903,2014_DRT,2014,DR,T,1,1,XCIG2014_1175,Ceratina,mikmaqi,Ceratina_mikmaqi,NA,NA,NA_NA
8904,2014_DRT,2014,DR,T,1,1,XCIG2014_1176,Hoplitis,pilosifrons,Hoplitis_pilosifrons,NA,NA,NA_NA
8905,2014_DRT,2014,DR,T,1,1,XCIG2014_1177,Bombus,bimaculatus,Bombus_bimaculatus,NA,NA,NA_NA
8906,2014_DRC,2014,DR,C,2,1,XCIG2014_1178,Andrena,wilkella,Andrena_wilkella,NA,NA,NA_NA
8907,2014_DRC,2014,DR,C,2,1,XCIG2014_1179,Andrena,wilkella,Andrena_wilkella,NA,NA,NA_NA
8908,2014_DRT,2014,DR,T,2,1,XCIG2014_1180,Andrena,wilkella,Andrena_wilkella,NA,NA,NA_NA
8909,2014_DRC,2014,DR,C,2,1,XCIG2014_1181,Ceratina,dupla,Ceratina_dupla,NA,NA,NA_NA
8910,2014_DRT,2014,DR,T,1,1,XCIG2014_1182,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8911,2014_DRT,2014,DR,T,1,1,XCIG2014_1183,Ceratina,strenua,Ceratina_strenua,Triodonis,perfoliata,Triodonis_perfoliata
8912,2014_DRT,2014,DR,T,1,1,XCIG2014_1184,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8913,2014_DRT,2014,DR,T,1,1,XCIG2014_1185,Ceratina,mikmaqi,Ceratina_mikmaqi,Triodonis,perfoliata,Triodonis_perfoliata
8914,2014_DRT,2014,DR,T,1,1,XCIG2014_1186,Ceratina,dupla,Ceratina_dupla,Triodonis,perfoliata,Triodonis_perfoliata
8915,2014_DRT,2014,DR,T,1,1,XCIG2014_1187,Ceratina,strenua,Ceratina_strenua,Triodonis,perfoliata,Triodonis_perfoliata
8916,2014_DRT,2014,DR,T,1,1,XCIG2014_1188,Ceratina,mikmaqi,Ceratina_mikmaqi,Penstemon,digitalis,Penstemon_digitalis
8917,2014_DRC,2014,DR,C,2,1,XCIG2014_1189,Ceratina,strenua,Ceratina_strenua,NA,NA,NA_NA
8918,2014_DRC,2014,DR,C,2,1,XCIG2014_1190,Hylaeus,mesillae,Hylaeus_mesillae,NA,NA,NA_NA
8919,2014_DRC,2014,DR,C,2,1,XCIG2014_1192,Halictus,ligatus,Halictus_ligatus,NA,NA,NA_NA
8920,2014_URT,2014,UR,T,2,1,XCIG2014_1193,Ceratina,mikmaqi,Ceratina_mikmaqi,Erigeron,annuus,Erigeron_annuus
8921,2014_URC,2014,UR,C,1,1,XCIG2014_1194,Ceratina,strenua,Ceratina_strenua,Trifolium,pratense,Trifolium_pratense
8922,2014_URT,2014,UR,T,1,1,XCIG2014_1195,Osmia,pumila,Osmia_pumila,Penstemon,digitalis,Penstemon_digitalis
8923,2014_URT,2014,UR,T,1,1,XCIG2014_1196,Hoplitis,pilosifrons,Hoplitis_pilosifrons,Penstemon,digitalis,Penstemon_digitalis
8924,2014_URC,2014,UR,C,1,1,XCIG2014_1197,Ceratina,strenua,Ceratina_strenua,Trifolium,repens,Trifolium_repens
8925,2014_URT,2014,UR,T,2,1,XCIG2014_1198,Hylaeus,mesillae,Hylaeus_mesillae,Penstemon,digitalis,Penstemon_digitalis
8926,2014_URT,2014,UR,T,2,1,XCIG2014_1199,Ceratina,mikmaqi,Ceratina_mikmaqi,Penstemon,digitalis,Penstemon_digitalis
8927,2014_URC,2014,UR,C,2,1,XCIG2014_1200,Bombus,griseocollis,Bombus_griseocollis,Apocynum,cannabinum,Apocynum_cannabinum
8928,2014_URC,2014,UR,C,2,1,XCIG2014_1201,Andrena,hippotes,Andrena_hippotes,Apocynum,cannabinum,Apocynum_cannabinum
8929,2014_URC,2014,UR,C,2,1,XCIG2014_1202,Andrena,hippotes,Andrena_hippotes,Apocynum,cannabinum,Apocynum_cannabinum
8930,2014_URT,2014,UR,T,1,1,XCIG2014_1203,Ceratina,mikmaqi,Ceratina_mikmaqi,Penstemon,digitalis,Penstemon_digitalis
8931,2014_URT,2014,UR,T,1,1,XCIG2014_1204,Ceratina,mikmaqi,Ceratina_mikmaqi,Penstemon,digitalis,Penstemon_digitalis
8932,2014_URT,2014,UR,T,1,1,XCIG2014_1205,Ceratina,mikmaqi,Ceratina_mikmaqi,Penstemon,digitalis,Penstemon_digitalis
8933,2014_URC,2014,UR,C,2,1,XCIG2014_1206,Augochlorella,aurata,Augochlorella_aurata,Apocynum,cannabinum,Apocynum_cannabinum
8934,2014_URT,2014,UR,T,2,1,XCIG2014_1207,Ceratina,mikmaqi,Ceratina_mikmaqi,Leucanthemum,vulgare,Leucanthemum_vulgare
9004,2014_FHC,2014,FH,C,2,1,XCIG2014_1277,Ceratina,strenua,Ceratina_strenua,Leucanthemum,vulgare,Leucanthemum_vulgare
9005,2014_FHC,2014,FH,C,2,1,XCIG2014_1278,Ceratina,calcarata,Ceratina_calcarata,Leucanthemum,vulgare,Leucanthemum_vulgare
9006,2014_FHC,2014,FH,C,1,1,XCIG2014_1279,Ceratina,strenua,Ceratina_strenua,Leucanthemum,vulgare,Leucanthemum_vulgare
9007,2014_FHC,2014,FH,C,1,1,XCIG2014_1280,Ceratina,strenua,Ceratina_strenua,Leucanthemum,vulgare,Leucanthemum_vulgare
9008,2014_FHC,2014,FH,C,1,1,XCIG2014_1281,Ceratina,strenua,Ceratina_strenua,Leucanthemum,vulgare,Leucanthemum_vulgare
9100,2014_MEC,2014,ME,C,1,1,XCIG2014_1376,Andrena,wilkella,Andrena_wilkella,Apocynum,cannabinum,Apocynum_cannabinum
9101,2014_MEC,2014,ME,C,1,1,XCIG2014_1377,Bombus,impatiens,Bombus_impatiens,Apocynum,cannabinum,Apocynum_cannabinum
9102,2014_MET,2014,ME,T,2,1,XCIG2014_1378,Bombus,griseocollis,Bombus_griseocollis,Asclepias,syriaca,Asclepias_syriaca
9103,2014_MET,2014,ME,T,2,1,XCIG2014_1379,Bombus,griseocollis,Bombus_griseocollis,Asclepias,syriaca,Asclepias_syriaca
9104,2014_MET,2014,ME,T,2,1,XCIG2014_1380,Bombus,griseocollis,Bombus_griseocollis,Asclepias,syriaca,Asclepias_syriaca
9105,2014_MET,2014,ME,T,2,1,XCIG2014_1381,Bombus,griseocollis,Bombus_griseocollis,Asclepias,syriaca,Asclepias_syriaca
9106,2014_MET,2014,ME,T,2,1,XCIG2014_1382,Lasioglossum,hitchensi,Lasioglossum_hitchensi,Asclepias,syriaca,Asclepias_syriaca
9107,2014_MET,2014,ME,T,2,1,XCIG2014_1383,Lasioglossum,paradmirandum,Lasioglossum_paradmirandum,Asclepias,syriaca,Asclepias_syriaca
9108,2014_MET,2014,ME,T,1,1,XCIG2014_1385,Bombus,griseocollis,Bombus_griseocollis,Apocynum,cannabinum,Apocynum_cannabinum
9109,2014_MET,2014,ME,T,1,1,XCIG2014_1386,Hylaeus,affinis-like,Hylaeus_affinis-like,Apocynum,cannabinum,Apocynum_cannabinum
9110,2014_MEC,2014,ME,C,1,1,XCIG2014_1387,Lasioglossum,paradmirandum,Lasioglossum_paradmirandum,Erigeron,philadelphicus,Erigeron_philadelphicus
9111,2014_MEC,2014,ME,C,1,1,XCIG2014_1388,Lasioglossum,versatum,Lasioglossum_versatum,Erigeron,philadelphicus,Erigeron_philadelphicus
9112,2014_MET,2014,ME,T,1,1,XCIG2014_1389,Lasioglossum,paradmirandum,Lasioglossum_paradmirandum,Cirsium,arvense,Cirsium_arvense
9113,2014_MEC,2014,ME,C,2,1,XCIG2014_1390,Bombus,griseocollis,Bombus_griseocollis,Apocynum,cannabinum,Apocynum_cannabinum
9114,2014_MET,2014,ME,T,1,1,XCIG2014_1391,Lasioglossum,hitchensi,Lasioglossum_hitchensi,Cirsium,arvense,Cirsium_arvense
9115,2014_MET,2014,ME,T,1,1,XCIG2014_1392,Bombus,griseocollis,Bombus_griseocollis,Apocynum,cannabinum,Apocynum_cannabinum
9116,2014_MET,2014,ME,T,1,1,XCIG2014_1393,Lasioglossum,truncatum,Lasioglossum_truncatum,Apocynum,cannabinum,Apocynum_cannabinum
9117,2014_MET,2014,ME,T,2,1,XCIG2014_1394,Hylaeus,affinis-like,Hylaeus_affinis-like,Apocynum,cannabinum,Apocynum_cannabinum
9118,2014_MET,2014,ME,T,2,1,XCIG2014_1395,Lasioglossum,rozeni,Lasioglossum_rozeni,Apocynum,cannabinum,Apocynum_cannabinum
9119,2014_MEC,2014,ME,C,2,1,XCIG2014_1397,Andrena,wilkella,Andrena_wilkella,Apocynum,cannabinum,Apocynum_cannabinum
9120,2014_MEC,2014,ME,C,2,1,XCIG2014_1398,Andrena,wilkella,Andrena_wilkella,Apocynum,cannabinum,Apocynum_cannabinum
9121,2014_MEC,2014,ME,C,2,1,XCIG2014_1399,Lasioglossum,versatum,Lasioglossum_versatum,Apocynum,cannabinum,Apocynum_cannabinum
9279,2014_DRT,2014,DR,T,1,2,XCIG2014_1564,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9280,2014_DRT,2014,DR,T,1,2,XCIG2014_1565,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9281,2014_DRT,2014,DR,T,1,2,XCIG2014_1566,Halictus,confusus,Halictus_confusus,Rudbeckia,hirta,Rudbeckia_hirta
9282,2014_DRC,2014,DR,C,2,2,XCIG2014_1568,Halictus,confusus,Halictus_confusus,Trifolium,hybridum,Trifolium_hybridum
9283,2014_DRC,2014,DR,C,2,2,XCIG2014_1569,Andrena,wilkella,Andrena_wilkella,Trifolium,hybridum,Trifolium_hybridum
9284,2014_DRT,2014,DR,T,2,2,XCIG2014_1570,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9285,2014_DRT,2014,DR,T,2,2,XCIG2014_1571,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9286,2014_DRT,2014,DR,T,2,2,XCIG2014_1572,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9287,2014_DRT,2014,DR,T,2,2,XCIG2014_1573,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9288,2014_DRT,2014,DR,T,2,2,XCIG2014_1574,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9289,2014_DRT,2014,DR,T,2,2,XCIG2014_1575,Melissodes,denticulata,Melissodes_denticulata,Rudbeckia,hirta,Rudbeckia_hirta
9290,2014_DRC,2014,DR,C,1,2,XCIG2014_1578,Augochlora,pura,Augochlora_pura,Apocynum,cannabinum,Apocynum_cannabinum
9291,2014_DRC,2014,DR,C,1,2,XCIG2014_1579,Bombus,impatiens,Bombus_impatiens,Apocynum,cannabinum,Apocynum_cannabinum
9292,2014_DRT,2014,DR,T,1,2,XCIG2014_1580,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9293,2014_DRT,2014,DR,T,1,2,XCIG2014_1581,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9294,2014_DRT,2014,DR,T,1,2,XCIG2014_1582,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9295,2014_DRT,2014,DR,T,1,2,XCIG2014_1583,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9296,2014_DRT,2014,DR,T,1,2,XCIG2014_1584,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9297,2014_DRT,2014,DR,T,1,2,XCIG2014_1585,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9298,2014_DRT,2014,DR,T,1,2,XCIG2014_1586,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9299,2014_DRT,2014,DR,T,1,2,XCIG2014_1587,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9300,2014_DRT,2014,DR,T,2,2,XCIG2014_1588,Hylaeus,affinis-like,Hylaeus_affinis-like,Monarda,fistulosa,Monarda_fistulosa
9302,2014_DRT,2014,DR,T,2,2,XCIG2014_1590,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9303,2014_DRT,2014,DR,T,2,2,XCIG2014_1591,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9304,2014_DRT,2014,DR,T,2,2,XCIG2014_1592,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9305,2014_DRT,2014,DR,T,2,2,XCIG2014_1593,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9306,2014_DRT,2014,DR,T,2,2,XCIG2014_1594,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9307,2014_DRT,2014,DR,T,2,2,XCIG2014_1595,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9308,2014_DRT,2014,DR,T,2,2,XCIG2014_1596,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9309,2014_DRT,2014,DR,T,2,2,XCIG2014_1597,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9310,2014_DRT,2014,DR,T,2,2,XCIG2014_1598,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9311,2014_DRT,2014,DR,T,2,2,XCIG2014_1599,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9312,2014_DRT,2014,DR,T,2,2,XCIG2014_1600,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9313,2014_DRT,2014,DR,T,2,2,XCIG2014_1601,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9314,2014_DRT,2014,DR,T,2,2,XCIG2014_1602,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9315,2014_DRT,2014,DR,T,2,2,XCIG2014_1603,Lasioglossum,pilosum,Lasioglossum_pilosum,Allium,vineale,Allium_vineale
9316,2014_DRT,2014,DR,T,1,2,XCIG2014_1604,Hylaeus,mesillae,Hylaeus_mesillae,Chamaecrista_flower,fasciculata,Chamaecrista_flower_fasciculata
9317,2014_DRT,2014,DR,T,2,2,XCIG2014_1605,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9318,2014_DRT,2014,DR,T,2,2,XCIG2014_1606,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9319,2014_DRT,2014,DR,T,2,2,XCIG2014_1607,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9320,2014_DRT,2014,DR,T,2,2,XCIG2014_1608,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9321,2014_DRT,2014,DR,T,2,2,XCIG2014_1609,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9322,2014_DRT,2014,DR,T,2,2,XCIG2014_1610,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9323,2014_DRT,2014,DR,T,2,2,XCIG2014_1611,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9324,2014_DRT,2014,DR,T,2,2,XCIG2014_1612,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9325,2014_DRT,2014,DR,T,2,2,XCIG2014_1613,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9326,2014_DRT,2014,DR,T,2,2,XCIG2014_1614,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9327,2014_DRT,2014,DR,T,2,2,XCIG2014_1615,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9328,2014_DRT,2014,DR,T,2,2,XCIG2014_1616,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9329,2014_DRT,2014,DR,T,2,2,XCIG2014_1617,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9330,2014_DRT,2014,DR,T,2,2,XCIG2014_1620,Melissodes,denticulata,Melissodes_denticulata,Rudbeckia,hirta,Rudbeckia_hirta
9331,2014_DRT,2014,DR,T,2,2,XCIG2014_1621,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9332,2014_DRT,2014,DR,T,2,2,XCIG2014_1622,Melissodes,denticulata,Melissodes_denticulata,Rudbeckia,hirta,Rudbeckia_hirta
9333,2014_DRT,2014,DR,T,2,2,XCIG2014_1623,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9334,2014_DRT,2014,DR,T,2,2,XCIG2014_1624,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9335,2014_DRT,2014,DR,T,2,2,XCIG2014_1625,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9336,2014_DRT,2014,DR,T,2,2,XCIG2014_1626,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9337,2014_DRT,2014,DR,T,2,2,XCIG2014_1627,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9338,2014_DRT,2014,DR,T,2,2,XCIG2014_1628,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9339,2014_DRT,2014,DR,T,2,2,XCIG2014_1629,Melissodes,denticulata,Melissodes_denticulata,Rudbeckia,hirta,Rudbeckia_hirta
9340,2014_DRT,2014,DR,T,2,2,XCIG2014_1630,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9341,2014_DRT,2014,DR,T,2,2,XCIG2014_1631,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
