"","gs","X","sc","year","site","treatment","transect","round","uniqueID","genus","species","plant_genus","plant_species","genus_species","meanIT","meantongue"
"24","Lasioglossum_hitchensi",10732,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3121","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"25","Lasioglossum_hitchensi",9671,"2014_SHC",2014,"SH","C","1",2,"XCIG2014_1984","Lasioglossum","hitchensi","Lepidium","campestre","Lepidium_campestre",0.969757096,1.339909709
"26","Lasioglossum_hitchensi",11401,"2014_MEC",2014,"ME","C","1",4,"XCIG2014_3808","Lasioglossum","hitchensi","Bidens","coronata","Bidens_coronata",0.969757096,1.339909709
"27","Lasioglossum_hitchensi",10064,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2432","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"28","Lasioglossum_hitchensi",10735,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3124","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"29","Lasioglossum_hitchensi",9661,"2014_SHC",2014,"SH","C","2",2,"XCIG2014_1971","Lasioglossum","hitchensi","Plantago","lanceolata","Plantago_lanceolata",0.969757096,1.339909709
"30","Lasioglossum_hitchensi",10781,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3171","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"31","Lasioglossum_hitchensi",11250,"2014_SHC",2014,"SH","C","1",4,"XCIG2014_3653","Lasioglossum","hitchensi","Conyza","canadensis","Conyza_canadensis",0.969757096,1.339909709
"32","Lasioglossum_hitchensi",10123,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2494","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"33","Lasioglossum_hitchensi",8872,"2014_SHT",2014,"SH","T","2",1,"XCIG2014_1142","Lasioglossum","hitchensi","Cirsium","arvense","Cirsium_arvense",0.969757096,1.339909709
"34","Lasioglossum_hitchensi",10028,"2014_MET",2014,"ME","T","1",2,"XCIG2014_2395","Lasioglossum","hitchensi","Chamaecrista_flower","fasciculata","Chamaecrista_flower_fasciculata",0.969757096,1.339909709
"35","Lasioglossum_hitchensi",10006,"2014_FHT",2014,"FH","T","2",2,"XCIG2014_2365","Lasioglossum","hitchensi","Plantago","lanceolata","Plantago_lanceolata",0.969757096,1.339909709
"36","Lasioglossum_hitchensi",10179,"2014_MET",2014,"ME","T","1",2,"XCIG2014_2550","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"37","Lasioglossum_hitchensi",10140,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2511","Lasioglossum","hitchensi","Chamaecrista_flower","fasciculata","Chamaecrista_flower_fasciculata",0.969757096,1.339909709
"38","Lasioglossum_hitchensi",10128,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2499","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"39","Lasioglossum_hitchensi",10048,"2014_MEC",2014,"ME","C","1",2,"XCIG2014_2415","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"40","Lasioglossum_hitchensi",10132,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2503","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"41","Lasioglossum_hitchensi",10022,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2387","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"42","Lasioglossum_hitchensi",11019,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3414","Lasioglossum","hitchensi","Lythrum","salicaria","Lythrum_salicaria",0.969757096,1.339909709
"43","Lasioglossum_hitchensi",10160,"2014_MET",2014,"ME","T","1",2,"XCIG2014_2531","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"44","Lasioglossum_hitchensi",10728,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3117","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"45","Lasioglossum_hitchensi",9883,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2225","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"46","Lasioglossum_hitchensi",10518,"2014_SHT",2014,"SH","T","1",3,"XCIG2014_2903","Lasioglossum","hitchensi","Euthamia","graminifolia","Euthamia_graminifolia",0.969757096,1.339909709
"47","Lasioglossum_hitchensi",10068,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2436","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"48","Lasioglossum_hitchensi",10152,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2523","Lasioglossum","hitchensi","Chamaecrista_flower","fasciculata","Chamaecrista_flower_fasciculata",0.969757096,1.339909709
"49","Lasioglossum_hitchensi",10797,"2014_MET",2014,"ME","T","2",3,"XCIG2014_3187","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"50","Lasioglossum_hitchensi",10045,"2014_MEC",2014,"ME","C","1",2,"XCIG2014_2412","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"51","Lasioglossum_hitchensi",10650,"2014_FHT",2014,"FH","T","1",3,"XCIG2014_3037","Lasioglossum","hitchensi","Mentha","arvensis","Mentha_arvensis",0.969757096,1.339909709
"52","Lasioglossum_hitchensi",10061,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2429","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"53","Lasioglossum_hitchensi",10033,"2014_MET",2014,"ME","T","1",2,"XCIG2014_2400","Lasioglossum","hitchensi","Chamaecrista_flower","fasciculata","Chamaecrista_flower_fasciculata",0.969757096,1.339909709
"54","Lasioglossum_hitchensi",9106,"2014_MET",2014,"ME","T","2",1,"XCIG2014_1382","Lasioglossum","hitchensi","Asclepias","syriaca","Asclepias_syriaca",0.969757096,1.339909709
"55","Lasioglossum_hitchensi",10485,"2014_SHC",2014,"SH","C","1",3,"XCIG2014_2868","Lasioglossum","hitchensi","Conyza","canadensis","Conyza_canadensis",0.969757096,1.339909709
"56","Lasioglossum_hitchensi",10159,"2014_MET",2014,"ME","T","1",2,"XCIG2014_2530","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"57","Lasioglossum_hitchensi",11403,"2014_MET",2014,"ME","T","2",4,"XCIG2014_3810","Lasioglossum","hitchensi","Symphyotrichum","racemosum","Symphyotrichum_racemosum",0.969757096,1.339909709
"58","Lasioglossum_hitchensi",10093,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2463","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"59","Lasioglossum_hitchensi",10067,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2435","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"60","Lasioglossum_hitchensi",10066,"2014_MET",2014,"ME","T","2",2,"XCIG2014_2434","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"61","Lasioglossum_hitchensi",10983,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3378","Lasioglossum","hitchensi","Lythrum","salicaria","Lythrum_salicaria",0.969757096,1.339909709
"62","Lasioglossum_hitchensi",10817,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3208","Lasioglossum","hitchensi","Centaurea","nigrescens","Centaurea_nigrescens",0.969757096,1.339909709
"63","Lasioglossum_hitchensi",9114,"2014_MET",2014,"ME","T","1",1,"XCIG2014_1391","Lasioglossum","hitchensi","Cirsium","arvense","Cirsium_arvense",0.969757096,1.339909709
"64","Lasioglossum_hitchensi",10095,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2465","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"65","Lasioglossum_hitchensi",10803,"2014_MET",2014,"ME","T","2",3,"XCIG2014_3193","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"66","Lasioglossum_hitchensi",10499,"2014_SHT",2014,"SH","T","2",3,"XCIG2014_2883","Lasioglossum","hitchensi","Cirsium","arvense","Cirsium_arvense",0.969757096,1.339909709
"67","Lasioglossum_hitchensi",10073,"2014_MEC",2014,"ME","C","1",2,"XCIG2014_2441","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"68","Lasioglossum_hitchensi",10736,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3125","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"69","Lasioglossum_hitchensi",11005,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3400","Lasioglossum","hitchensi","Lythrum","salicaria","Lythrum_salicaria",0.969757096,1.339909709
"70","Lasioglossum_hitchensi",10756,"2014_MET",2014,"ME","T","2",3,"XCIG2014_3145","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"71","Lasioglossum_hitchensi",10755,"2014_MET",2014,"ME","T","2",3,"XCIG2014_3144","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"72","Lasioglossum_hitchensi",10727,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3116","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"73","Lasioglossum_hitchensi",10098,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2468","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"74","Lasioglossum_hitchensi",10099,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2469","Lasioglossum","hitchensi","Apocynum","cannabinum","Apocynum_cannabinum",0.969757096,1.339909709
"75","Lasioglossum_hitchensi",10649,"2014_FHT",2014,"FH","T","1",3,"XCIG2014_3036","Lasioglossum","hitchensi","Mentha","arvensis","Mentha_arvensis",0.969757096,1.339909709
"76","Lasioglossum_hitchensi",9895,"2014_FHT",2014,"FH","T","2",2,"XCIG2014_2239","Lasioglossum","hitchensi","Plantago","lanceolata","Plantago_lanceolata",0.969757096,1.339909709
"77","Lasioglossum_hitchensi",10161,"2014_MET",2014,"ME","T","1",2,"XCIG2014_2532","Lasioglossum","hitchensi","Chamaecrista_nectar","fasciculata","Chamaecrista_nectar_fasciculata",0.969757096,1.339909709
"78","Lasioglossum_hitchensi",11197,"2014_FHC_or_T",2014,"FH","C_or_T","2",4,"XCIG2014_3597","Lasioglossum","hitchensi","Daucus","carota","Daucus_carota",0.969757096,1.339909709
"79","Bombus_impatiens",8828,"2014_SHC",2014,"SH","C","1",1,"XCIG2014_1096","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"80","Bombus_impatiens",11011,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3406","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"81","Bombus_impatiens",11000,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3395","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"82","Bombus_impatiens",8837,"2014_SHC",2014,"SH","C","2",1,"XCIG2014_1105","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"83","Bombus_impatiens",9470,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1765","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"84","Bombus_impatiens",8836,"2014_SHC",2014,"SH","C","2",1,"XCIG2014_1104","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"85","Bombus_impatiens",9647,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1957","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"86","Bombus_impatiens",9950,"2014_FHT",2014,"FH","T","1",2,"XCIG2014_2300","Bombus","impatiens","Mentha","arvensis","Mentha_arvensis",4.930735632,9.853144515
"87","Bombus_impatiens",9585,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1888","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"88","Bombus_impatiens",9939,"2014_FHT",2014,"FH","T","2",2,"XCIG2014_2287","Bombus","impatiens","Mentha","arvensis","Mentha_arvensis",4.930735632,9.853144515
"89","Bombus_impatiens",9925,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2269","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"90","Bombus_impatiens",11014,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3409","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"91","Bombus_impatiens",10816,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3207","Bombus","impatiens","Centaurea","nigrescens","Centaurea_nigrescens",4.930735632,9.853144515
"92","Bombus_impatiens",9101,"2014_MEC",2014,"ME","C","1",1,"XCIG2014_1377","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"93","Bombus_impatiens",9321,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1609","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"94","Bombus_impatiens",10978,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3373","Bombus","impatiens","Solidago","canadensis","Solidago_canadensis",4.930735632,9.853144515
"95","Bombus_impatiens",11032,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3427","Bombus","impatiens","Bidens","aristosa","Bidens_aristosa",4.930735632,9.853144515
"96","Bombus_impatiens",11021,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3416","Bombus","impatiens","Solidago","canadensis","Solidago_canadensis",4.930735632,9.853144515
"97","Bombus_impatiens",9951,"2014_FHT",2014,"FH","T","1",2,"XCIG2014_2301","Bombus","impatiens","Mentha","arvensis","Mentha_arvensis",4.930735632,9.853144515
"98","Bombus_impatiens",8846,"2014_SHT",2014,"SH","T","2",1,"XCIG2014_1114","Bombus","impatiens","Cirsium","arvense","Cirsium_arvense",4.930735632,9.853144515
"99","Bombus_impatiens",10744,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3133","Bombus","impatiens","Chamaecrista_flower","fasciculata","Chamaecrista_flower_fasciculata",4.930735632,9.853144515
"100","Bombus_impatiens",9462,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1757","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"101","Bombus_impatiens",9502,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1798","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"102","Bombus_impatiens",11039,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3434","Bombus","impatiens","Bidens","aristosa","Bidens_aristosa",4.930735632,9.853144515
"103","Bombus_impatiens",10998,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3393","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"104","Bombus_impatiens",11041,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3436","Bombus","impatiens",NA,NA,"NA_NA",4.930735632,9.853144515
"105","Bombus_impatiens",10764,"2014_MEC",2014,"ME","C","2",3,"XCIG2014_3154","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"106","Bombus_impatiens",10988,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3383","Bombus","impatiens","Bidens","aristosa","Bidens_aristosa",4.930735632,9.853144515
"107","Bombus_impatiens",10280,"2014_DRC",2014,"DR","C","2",3,"XCIG2014_2655","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"108","Bombus_impatiens",9428,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1721","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"109","Bombus_impatiens",9971,"2014_FHC",2014,"FH","C","1",2,"XCIG2014_2325","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"110","Bombus_impatiens",9389,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1679","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"111","Bombus_impatiens",10245,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2619","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"112","Bombus_impatiens",11049,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3444","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"113","Bombus_impatiens",10244,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2618","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"114","Bombus_impatiens",10300,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2675","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"115","Bombus_impatiens",11010,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3405","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"116","Bombus_impatiens",9952,"2014_FHT",2014,"FH","T","1",2,"XCIG2014_2302","Bombus","impatiens","Mentha","arvensis","Mentha_arvensis",4.930735632,9.853144515
"117","Bombus_impatiens",10815,"2014_MET",2014,"ME","T","1",3,"XCIG2014_3206","Bombus","impatiens","Centaurea","nigrescens","Centaurea_nigrescens",4.930735632,9.853144515
"118","Bombus_impatiens",10249,"2014_DRC",2014,"DR","C","1",3,"XCIG2014_2623","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"119","Bombus_impatiens",11017,"2014_DRC",2014,"DR","C","2",4,"XCIG2014_3412","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"120","Bombus_impatiens",9889,"2014_FHT",2014,"FH","T","1",2,"XCIG2014_2231","Bombus","impatiens","Mentha","arvensis","Mentha_arvensis",4.930735632,9.853144515
"121","Bombus_impatiens",10991,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3386","Bombus","impatiens","Bidens","aristosa","Bidens_aristosa",4.930735632,9.853144515
"122","Bombus_impatiens",9388,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1678","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"123","Bombus_impatiens",9443,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1738","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"124","Bombus_impatiens",10741,"2014_MEC",2014,"ME","C","1",3,"XCIG2014_3130","Bombus","impatiens",NA,NA,"NA_NA",4.930735632,9.853144515
"125","Bombus_impatiens",10216,"2014_DRC",2014,"DR","C","1",3,"XCIG2014_2588","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"126","Bombus_impatiens",10982,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3377","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"127","Bombus_impatiens",8833,"2014_SHC",2014,"SH","C","2",1,"XCIG2014_1101","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"128","Bombus_impatiens",8834,"2014_SHC",2014,"SH","C","2",1,"XCIG2014_1102","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"129","Bombus_impatiens",10985,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3380","Bombus","impatiens","Bidens","aristosa","Bidens_aristosa",4.930735632,9.853144515
"130","Bombus_impatiens",9489,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1784","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"131","Bombus_impatiens",8835,"2014_SHC",2014,"SH","C","2",1,"XCIG2014_1103","Bombus","impatiens","Apocynum","cannabinum","Apocynum_cannabinum",4.930735632,9.853144515
"132","Bombus_impatiens",10225,"2014_DRT",2014,"DR","T","2",3,"XCIG2014_2599","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"133","Bombus_impatiens",10279,"2014_DRC",2014,"DR","C","2",3,"XCIG2014_2654","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"134","Bombus_impatiens",9535,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1834","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"135","Bombus_impatiens",10308,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2683","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
"136","Bombus_impatiens",9945,"2014_FHT",2014,"FH","T","1",2,"XCIG2014_2295","Bombus","impatiens","Mentha","arvensis","Mentha_arvensis",4.930735632,9.853144515
"137","Bombus_impatiens",10993,"2014_DRC",2014,"DR","C","1",4,"XCIG2014_3388","Bombus","impatiens","Bidens","aristosa","Bidens_aristosa",4.930735632,9.853144515
"138","Bombus_impatiens",10284,"2014_DRC",2014,"DR","C","2",3,"XCIG2014_2659","Bombus","impatiens","Lythrum","salicaria","Lythrum_salicaria",4.930735632,9.853144515
"139","Bombus_impatiens",9540,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1839","Bombus","impatiens","Monarda","fistulosa","Monarda_fistulosa",4.930735632,9.853144515
