year,ent_by,site,date,round,obs,tran,t_c,quadrat,plant_code,plant_genus,plant_species,count,count_unit,notes
2015,RT,RO,10-Jun,1,ES,2,T,3,COLA5,Coreopsis,lanceolata,2,flr,
2015,RT,RO,10-Jun,1,ES,2,T,4,PLLA,Plantago ,lanceolata,35,inf,
2015,RT,RO,10-Jun,1,ES,2,T,5,none,none,none,0,,
2015,RT,RO,10-Jun,1,ES,2,T,6,none,none,none,0,,
2015,RT,RO,10-Jun,1,ES,2,T,7,LEVU,Leucanthemum ,vulgare,1,inf,
2015,RT,RO,10-Jun,1,ES,2,T,8,LEVU,Leucanthemum ,vulgare,30,inf,
2015,RT,RO,10-Jun,1,ES,2,T,9,DIBA,Dianthus,barbatus,12,flr,
2015,RT,RO,10-Jun,1,ES,2,T,9,LEVU,Leucanthemum ,vulgare,63,inf,
2015,RT,RO,10-Jun,1,ES,2,T,9,PLLA,Plantago ,lanceolata,6,inf,
2015,RT,RO,10-Jun,1,ES,2,T,9,TRRE3,Trifolium,repens,6,inf,
2015,RT,RO,10-Jun,1,ES,2,T,9,ERST3,Erigeron,strigosus,5,inf,
2015,RT,RO,10-Jun,1,ES,2,T,10,LEVU,Leucanthemum ,vulgare,41,inf,
2015,RT,RO,10-Jun,1,ES,2,T,10,TRRE3,Trifolium,repens,35,inf,
2015,RT,RO,10-Jun,1,ES,2,T,10,COLA5,Coreopsis,lanceolata,4,flr,
2015,RT,RO,10-Jun,1,ES,2,T,10,ERST3,Erigeron,strigosus,1,inf,
2015,RT,RO,10-Jun,1,ES,1,T,1,DIBA,Dianthus,barbatus,11,flr,
2015,RT,RO,10-Jun,1,ES,1,T,1,LEVU,Leucanthemum ,vulgare,43,inf,
2015,RT,RO,10-Jun,1,ES,1,T,1,PLLA,Plantago ,lanceolata,4,inf,
2015,RT,RO,10-Jun,1,ES,1,T,1,CEFO2,Cerastium,fontanum ,3,flr,
2015,RT,RO,10-Jun,1,ES,1,T,1,TRRE3,Trifolium,repens,3,inf,
2015,RT,RO,10-Jun,1,ES,1,T,1,COLA5,Coreopsis,lanceolata,1,flr,
2015,RT,RO,10-Jun,1,ES,1,T,1,ERST3,Erigeron,strigosus,5,inf,
2015,RT,RO,10-Jun,1,ES,1,T,1,RUAC3,Rumex,acetosella,490,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,2,DIBA,Dianthus,barbatus,15,flr,
2015,RT,RO,10-Jun,1,ES,1,T,2,LEVU,Leucanthemum ,vulgare,16,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,2,PLLA,Plantago ,lanceolata,3,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,3,LEVU,Leucanthemum ,vulgare,64,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,3,TRRE3,Trifolium,repens,5,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,3,ERST3,Erigeron,strigosus,1,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,4,LEVU,Leucanthemum ,vulgare,56,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,4,PLLA,Plantago ,lanceolata,1,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,4,TRRE3,Trifolium,repens,6,inf,
2015,RT,RO,10-Jun,1,ES,1,T,5,none,none,none,0,,
2015,RT,RO,10-Jun,1,ES,1,T,6,none,none,none,0,,
2015,RT,RO,10-Jun,1,ES,1,T,7,LEVU,Leucanthemum ,vulgare,2,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,7,PLLA,Plantago ,lanceolata,2,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,8,DIBA,Dianthus,barbatus,12,flr,
2015,RT,RO,10-Jun,1,ES,1,T,8,LEVU,Leucanthemum ,vulgare,22,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,8,PLLA,Plantago ,lanceolata,38,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,9,DIBA,Dianthus,barbatus,16,flr,
2015,RT,RO,10-Jun,1,ES,1,T,9,LEVU,Leucanthemum ,vulgare,42,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,9,PLLA,Plantago ,lanceolata,18,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,9,CEFO2,Cerastium,fontanum ,15,flr,
2015,RT,RO,10-Jun,1,ES,1,T,9,TRRE3,Trifolium,repens,4,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,9,COLA5,Coreopsis,lanceolata,3,flr,
2015,RT,RO,10-Jun,1,ES,1,T,10,DIBA,Dianthus,barbatus,13,flr,
2015,RT,RO,10-Jun,1,ES,1,T,10,LEVU,Leucanthemum ,vulgare,18,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,10,PLLA,Plantago ,lanceolata,3,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,10,ERST3,Erigeron,strigosus,2,inf ,
2015,RT,RO,10-Jun,1,ES,1,T,10,VEAR,Veronica,arvensis,3,flr,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,1,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,2,TRAR4,Trifolium,arvense,13,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,3,TRAR4,Trifolium,arvense,130,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,3,ERST3,Erigeron,strigosus,3,inf,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,4,TRAR4,Trifolium,arvense,99,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,4,TRRE3,Trifolium,repens,3,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,5,TRAR4,Trifolium,arvense,15,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,5,TRRE3,Trifolium,repens,1,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,5,TRCA5,Trifolium,campestre,36,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,6,TRAR4,Trifolium,arvense,25,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,6,TRRE3,Trifolium,repens,2,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,7,TRAR4,Trifolium,arvense,28,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,7,TRRE3,Trifolium,repens,8,inf,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,7,TRAU2,Trifolium,aureum,14,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,8,TRAR4,Trifolium,arvense,70,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,9,TRAR4,Trifolium,arvense,43,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,9,TRCA5,Trifolium,campestre,11,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,10,TRAR4,Trifolium,arvense,94,inf,
2015,RT,AB,10-Jun,1,JZ/RT,1,T,10,TRRE3,Trifolium,repens,1,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,1,TRAR4,Trifolium,arvense,16,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,2,TRAR4,Trifolium,arvense,2,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,2,CEFO2,Cerastium,fontanum ,8,flr,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,3,TRRE3,Trifolium,repens,2,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,4,TRRE3,Trifolium,repens,1,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,5,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,6,TRAR4,Trifolium,arvense,52,inf ,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,7,TRAR4,Trifolium,arvense,18,inf,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,8,TRAR4,Trifolium,arvense,17,inf,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,9,TRAR4,Trifolium,arvense,4,inf,
2015,RT,AB,10-Jun,1,JZ/RT,2,T,10,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,1,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,2,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,3,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,4,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,5,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,6,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,7,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,8,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,9,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,2,C,10,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,1,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,2,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,3,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,4,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,5,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,6,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,7,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,8,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,9,none,none,none,0,,
2015,RT,AB,10-Jun,1,JZ/RT,1,C,10,none,none,none,0,,
2015,RT,FH,14-Jun,1,JZ,2,T,1,DIBA,Dianthus,barbatus,4,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,1,LEVU,Leucanthemum ,vulgare,19,inf ,
2015,RT,FH,14-Jun,1,JZ,2,T,1,GAMO,Galium,mollugo,750,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,1,PLLA,Plantago ,lanceolata,3,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,2,LEVU,Leucanthemum ,vulgare,6,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,2,GAMO,Galium,mollugo,300,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,2,COLA5,Coreopsis,lanceolata,8,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,2,PEDI,Penstemon,digitalis,3,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,3,LEVU,Leucanthemum ,vulgare,1,inf ,
2015,RT,FH,14-Jun,1,JZ,2,T,3,GAMO,Galium,mollugo,1000,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,3,PLLA,Plantago ,lanceolata,3,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,4,LEVU,Leucanthemum ,vulgare,2,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,4,GAMO,Galium,mollugo,750,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,4,PLLA,Plantago ,lanceolata,1,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,5,LEVU,Leucanthemum ,vulgare,19,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,5,ERST3,Erigeron,strigosus,5,inf ,
2015,RT,FH,14-Jun,1,JZ,2,T,5,LOJA,Lonicera,japonica,4,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,6,LEVU,Leucanthemum ,vulgare,2,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,6,PLLA,Plantago ,lanceolata,4,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,6,COLA5,Coreopsis,lanceolata,1,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,7,LEVU,Leucanthemum ,vulgare,6,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,8,LEVU,Leucanthemum ,vulgare,14,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,8,PLLA,Plantago ,lanceolata,2,inf ,
2015,RT,FH,14-Jun,1,JZ,2,T,8,COLA5,Coreopsis,lanceolata,1,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,9,LEVU,Leucanthemum ,vulgare,16,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,9,GAMO,Galium,mollugo,100,flr,
2015,RT,FH,14-Jun,1,JZ,2,T,9,PLLA,Plantago ,lanceolata,2,inf,
2015,RT,FH,14-Jun,1,JZ,2,T,10,LEVU,Leucanthemum ,vulgare,2,inf,
2015,RT,FH,14-Jun,1,JZ,1,T,1,LEVU,Leucanthemum ,vulgare,1,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,1,GAMO,Galium,mollugo,2000,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,2,LEVU,Leucanthemum ,vulgare,12,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,2,GAMO,Galium,mollugo,400,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,2,PLLA,Plantago ,lanceolata,5,inf,
2015,RT,FH,14-Jun,1,JZ,1,T,2,COLA5,Coreopsis,lanceolata,1,inf,
2015,RT,FH,14-Jun,1,JZ,1,T,3,LEVU,Leucanthemum ,vulgare,12,inf,
2015,RT,FH,14-Jun,1,JZ,1,T,3,GAMO,Galium,mollugo,300,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,4,LEVU,Leucanthemum ,vulgare,14,inf,
2015,RT,FH,14-Jun,1,JZ,1,T,4,GAMO,Galium,mollugo,100,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,5,LEVU,Leucanthemum ,vulgare,32,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,5,COLA5,Coreopsis,lanceolata,4,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,6,LEVU,Leucanthemum ,vulgare,22,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,7,LEVU,Leucanthemum ,vulgare,15,inf,
2015,RT,FH,14-Jun,1,JZ,1,T,7,GAMO,Galium,mollugo,200,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,7,PORE5,Potentilla,recta,2,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,8,LEVU,Leucanthemum ,vulgare,5,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,8,GAMO,Galium,mollugo,500,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,8,PLLA,Plantago ,lanceolata,12,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,8,ROMU,Rosa,multiflora,5,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,9,DIBA,Dianthus,barbatus,34,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,9,GAMO,Galium,mollugo,200,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,9,PLLA,Plantago ,lanceolata,8,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,9,COLA5,Coreopsis,lanceolata,2,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,10,LEVU,Leucanthemum ,vulgare,1,inf ,
2015,RT,FH,14-Jun,1,JZ,1,T,10,GAMO,Galium,mollugo,4000,flr,
2015,RT,FH,14-Jun,1,JZ,1,T,10,PORE5,Potentilla,recta,3,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,1,LEVU,Leucanthemum ,vulgare,1,inf ,
2015,RT,FH,14-Jun,1,JZ,2,C ,1,GAMO,Galium,mollugo,500,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,2,GAMO,Galium,mollugo,3000,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,2,TRDU2,Trifolium,dubium,1,inf ,
2015,RT,FH,14-Jun,1,JZ,2,C ,3,GAMO,Galium,mollugo,4000,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,4,GAMO,Galium,mollugo,3500,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,4,PORE5,Potentilla,recta,1,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,4,APCA,Apocynum,cannabium,85,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,5,GAMO,Galium,mollugo,5000,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,5,APCA,Apocynum,cannabium,120,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,6,LEVU,Leucanthemum ,vulgare,1,inf ,
2015,RT,FH,14-Jun,1,JZ,2,C ,6,GAMO,Galium,mollugo,1500,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,7,GAMO,Galium,mollugo,6000,flr,
2015,RT,FH,14-Jun,1,JZ,2,C ,8,TRCA5,Trifolium,campestre,5,inf ,
2015,RT,FH,14-Jun,1,JZ,2,C ,9,none,none,none,0,,
2015,RT,FH,14-Jun,1,JZ,2,C ,10,LEVU,Leucanthemum ,vulgare,4,inf,
2015,RT,FH,14-Jun,1,JZ,2,C ,10,GAMO,Galium,mollugo,2000,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,1,GAMO,Galium,mollugo,500,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,1,APCA,Apocynum,cannabium,28,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,2,GAMO,Galium,mollugo,2500,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,2,APCA,Apocynum,cannabium,37,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,3,GAMO,Galium,mollugo,500,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,3,OXST,Oxalis ,stricta,1,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,4,GAMO,Galium,mollugo,1000,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,5,LEVU,Leucanthemum ,vulgare,3,inf,
2015,RT,FH,14-Jun,1,JZ,1,C ,5,GAMO,Galium,mollugo,2500,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,6,LEVU,Leucanthemum ,vulgare,12,inf ,
2015,RT,FH,14-Jun,1,JZ,1,C ,6,GAMO,Galium,mollugo,3000,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,6,APCA,Apocynum,cannabium,64,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,7,GAMO,Galium,mollugo,2500,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,8,LEVU,Leucanthemum ,vulgare,3,inf ,
2015,RT,FH,14-Jun,1,JZ,1,C ,8,GAMO,Galium,mollugo,4000,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,8,APCA,Apocynum,cannabium,20,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,9,GAMO,Galium,mollugo,1500,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,9,APCA,Apocynum,cannabium,100,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,10,GAMO,Galium,mollugo,2000,flr,
2015,RT,FH,14-Jun,1,JZ,1,C ,10,APCA,Apocynum,cannabium,100,flr,
2015,RT,SH,12-Jun,1,ES,2,C,1,GECA5,Geranium,carolinianum ,7,flr,
2015,RT,SH,12-Jun,1,ES,2,C,1,OXST,Oxalis ,stricta,2,flr,
2015,RT,SH,12-Jun,1,ES,2,C,2,PLLA,Plantago ,lanceolata,17,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,2,OXST,Oxalis ,stricta,2,flr,
2015,RT,SH,12-Jun,1,ES,2,C,3,SILA21,Silene,latifolia,4,flr,
2015,RT,SH,12-Jun,1,ES,2,C,3,RUAC3,Rumex,acetosella,17,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,4,PLLA,Plantago ,lanceolata,6,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,4,RUAC3,Rumex,acetosella,5,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,5,PLLA,Plantago ,lanceolata,2,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,5,RUAC3,Rumex,acetosella,24,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,5,APCA,Apocynum,cannabium,240,flr,
2015,RT,SH,12-Jun,1,ES,2,C,6,none,none,none,0,,
2015,RT,SH,12-Jun,1,ES,2,C,7,PLLA,Plantago ,lanceolata,6,inf ,
2015,RT,SH,12-Jun,1,ES,2,C,7,GECA5,Geranium,carolinianum ,5,flr,
2015,RT,SH,12-Jun,1,ES,2,C,8,none,none,none,0,,
2015,RT,SH,12-Jun,1,ES,2,C,9,none,none,none,0,,
2015,RT,SH,12-Jun,1,ES,2,C,10,none,none,none,0,,
2015,RT,SH,12-Jun,1,ES,1,C,1,PLLA,Plantago ,lanceolata,70,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,2,PLLA,Plantago ,lanceolata,3,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,3,none,none,none,0,,
2015,RT,SH,12-Jun,1,ES,1,C,4,RUAC3,Rumex,acetosella,10,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,5,PLLA,Plantago ,lanceolata,24,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,6,PLLA,Plantago ,lanceolata,2,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,7,PLLA,Plantago ,lanceolata,12,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,7,OXST,Oxalis ,stricta,10,flr,
2015,RT,SH,12-Jun,1,ES,1,C,8,PLLA,Plantago ,lanceolata,18,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,8,OXST,Oxalis ,stricta,1,flr,
2015,RT,SH,12-Jun,1,ES,1,C,8,RUAC3,Rumex,acetosella,7,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,9,PLLA,Plantago ,lanceolata,13,inf ,
2015,RT,SH,12-Jun,1,ES,1,C,9,OXST,Oxalis ,stricta,15,flr,
