uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem?
NAT.CIG2012_1384,2012_ABC,2012,1,6/19/12,AB,AM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0145,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0146,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0147,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0148,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0149,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0150,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0151,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0152,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0153,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0154,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0155,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0156,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0157,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0158,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0159,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0160,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0161,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0162,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0163,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0309,2012_ABC,2012,1,6/19/12,AB,AM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_1382,2012_ABC,2012,1,6/19/12,AB,AM,2,C,R,Xylocopa,virginica,Xylocopa_virginica,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0198,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0196,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0197,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0199,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0200,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0201,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0202,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0203,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0204,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0205,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0206,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0207,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0208,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0209,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0210,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0211,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0212,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_philadelphicus,no,GKN,39.772882,-74.772184,,1,,,
NAT.CIG2012_0315,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0316,2012_ABC,2012,1,6/19/12,AB,PM,1,C,R,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0317,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0318,2012_ABC,2012,1,6/19/12,AB,PM,1,C,L,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,GKN,39.772882,-74.772184,,,,,
NAT.CIG2012_0186,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0170,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0171,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0172,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0173,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0174,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0175,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0176,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0177,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0178,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0179,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0180,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0181,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0182,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0183,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0184,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0185,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0187,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0188,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0189,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0190,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0191,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0192,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0193,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0194,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0195,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0312,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0313,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0314,2012_ABC,2012,1,6/19/12,AB,PM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_1383,2012_ABC,2012,1,6/19/12,AB,PM,2,C,L,Xylocopa,virginica,Xylocopa_virginica,,m,J.Ascher,,0000-00-00,bee,,ASSY,Asclepias,syriaca,Asclepias,syriaca,Asclepias_syriaca,no,DPC,39.772882,-74.772184,,,,,
NAT.CIG2012_0323,2012_ABT,2012,1,6/19/12,AB,AM,1,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,TRAR4,Trifolium,arvense,Trifolium,arvense,Trifolium_arvense,no,GKN,39.780504,-74.767308,,,,,
NAT.CIG2012_0324,2012_ABT,2012,1,6/19/12,AB,AM,1,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,TRAR4,Trifolium,arvense,Trifolium,arvense,Trifolium_arvense,no,GKN,39.780504,-74.767308,,,,,
NAT.CIG2012_1387,2012_ABT,2012,1,6/19/12,AB,AM,1,T,R,,,,,,J.Ascher,,0000-00-00,non-bee,,RUHI,0,0,Rudbeckia,hirta,Rudbeckia_hirta,no,GKN,39.780504,-74.767308,,,,,
NAT.CIG2012_0002,2012_ABT,2012,1,6/19/12,AB,AM,2,T,R,Agapostemon,virescens,Agapostemon_virescens,,f,J.Ascher,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,DPC,39.780504,-74.767308,,,,,
NAT.CIG2012_0322,2012_ABT,2012,1,6/19/12,AB,AM,2,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,TRAR4,Trifolium,arvense,Trifolium,arvense,Trifolium_arvense,no,DPC,39.780504,-74.767308,,,,,
NAT.CIG2012_1234,2012_ABT,2012,1,6/19/12,AB,AM,2,T,R,Megachile,mendica,Megachile_mendica,,f,J.Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,Rudbeckia_hirta,yes,DPC,39.780504,-74.767308,,,,,
NAT.CIG2012_1385,2012_ABT,2012,1,6/19/12,AB,AM,2,T,R,,,,,,J.Ascher,,0000-00-00,non-bee,,RUHI,0,0,Rudbeckia,hirta,Rudbeckia_hirta,no,DPC,39.780504,-74.767308,,,,,
NAT.CIG2012_1386,2012_ABT,2012,1,6/19/12,AB,AM,2,T,R,,,,,,J.Ascher,,0000-00-00,non-bee,,RUHI,0,0,Rudbeckia,hirta,Rudbeckia_hirta,no,DPC,39.780504,-74.767308,,,,,
NAT.CIG2012_0325,2012_ABT,2012,1,6/19/12,AB,AM,3,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J.Ascher,,0000-00-00,bee,,TRAR4,Trifolium,arvense,Trifolium,arvense,Trifolium_arvense,no,JWB,39.780504,-74.767308,,,,,
NAT.CIG2012_0636,2012_ABT,2012,1,6/19/12,AB,AM,3,T,R,Bombus,impatiens,Bombus_impatiens,,f,J.Ascher,,0000-00-00,bee,,TRRE3,Trifolium,repens,Trifolium,repens,Trifolium_repens,no,JWB,39.780504,-74.767308,,,,,
