year,ent_by,site,date,round,obs,tran,t_c,quadrat,plant_code,plant_genus,plant_species,count,count_unit,notes
2015,ES,SH,12-Jun,1,ES,2,T,22,none,none,none,,,
2015,ES,SH,12-Jun,1,ES,2,T,23,PLLA,Plantago,lanceolata,,,
2015,ES,SH,12-Jun,1,ES,2,T,24,PLLA,Plantago,lanceolata,,,
2015,ES,SH,12-Jun,1,ES,2,T,25,CIAR4,Cirsium,arvense,,,
2015,ES,SH,12-Jun,1,ES,2,T,26,PLLA,Plantago,lanceolata,,,
2015,ES,SH,12-Jun,1,ES,2,T,27,none,none,none,,,
2015,ES,SH,12-Jun,1,ES,2,T,28,PLLA,Plantago,lanceolata,,,
2015,ES,SH,12-Jun,1,ES,2,T,28,SILA21,Silene,latifolia,,,
2015,ES,SH,12-Jun,1,ES,2,T,29,PLLA,Plantago,lanceolata,,,
2015,ES,SH,12-Jun,1,ES,2,T,30,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,1,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,2,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,3,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,4,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,5,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,6,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,7,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,8,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,9,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,10,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,11,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,12,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,13,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,14,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,15,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,16,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,17,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,18,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,19,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,20,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,2,T,21,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,22,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,23,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,24,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,25,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,26,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,27,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,28,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,29,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,T,30,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,1,none,,,,,
2015,ES,DR,19-Jun,1,MR,1,C,2,CASI10,Calystegia,silvatica,,,
2015,ES,DR,19-Jun,1,MR,1,C,3,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,4,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,5,GATR2,Galium,trifidum,,,
2015,ES,DR,19-Jun,1,MR,1,C,6,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,7,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,8,GATR2,Galium,trifidum,,,
2015,ES,DR,19-Jun,1,MR,1,C,9,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,10,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,11,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,12,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,13,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,14,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,15,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,16,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,17,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,18,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,19,VITE,Vicia,tetrasperma,,,
2015,ES,DR,19-Jun,1,MR,1,C,20,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,21,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,22,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,23,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,24,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,25,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,26,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,27,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,28,OXST,Oxalis,stricta,,,
2015,ES,DR,19-Jun,1,MR,1,C,29,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,C,30,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,1,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,2,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,3,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,4,VITE,Vicia,tetrasperma,,,
2015,ES,DR,19-Jun,1,MR,2,C,5,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,6,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,7,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,8,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,9,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,10,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,11,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,12,VITE,Vicia,tetrasperma,,,
2015,ES,DR,19-Jun,1,MR,2,C,13,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,14,VITE,Vicia,tetrasperma,,,
2015,ES,DR,19-Jun,1,MR,2,C,15,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,16,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,17,VITE,Vicia,tetrasperma,,,
2015,ES,DR,19-Jun,1,MR,2,C,18,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,19,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,20,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,21,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,22,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,23,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,24,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,25,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,26,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,27,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,28,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,29,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,2,C,30,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,1,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,2,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,3,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,4,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,5,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,6,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,7,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,8,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,9,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,10,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,11,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,12,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,13,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,14,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,15,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,16,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,17,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,18,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,19,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,20,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,21,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,22,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,23,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,24,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,25,RUHI2,Rudbeckia,hirta,,,
2015,ES,DR,19-Jun,1,MR,1,T,26,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,27,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,28,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,29,none,none,none,,,
2015,ES,DR,19-Jun,1,MR,1,T,30,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,1,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,2,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,3,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,4,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,5,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,6,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,7,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,8,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,9,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,10,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,11,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,12,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,13,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,14,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,15,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,16,LYTE2,Lysimachia,terrestris,,,
2015,ES,AL,17-Jun,1,ES,2,C,17,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,18,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,19,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,20,MYLA,Myosotis,laxa,,,
2015,ES,AL,17-Jun,1,ES,2,C,21,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,22,MYLA,Myosotis,laxa,,,
2015,ES,AL,17-Jun,1,ES,2,C,23,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,24,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,25,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,26,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,27,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,28,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,29,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,C,30,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,1,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,2,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,3,MYLA,Myosotis,laxa,,,
2015,ES,AL,17-Jun,1,ES,1,C,4,MYLA,Myosotis,laxa,,,
2015,ES,AL,17-Jun,1,ES,1,C,4,LYTE2,Lysimachia,terrestris,,,
2015,ES,AL,17-Jun,1,ES,1,C,5,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,6,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,7,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,8,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,9,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,10,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,11,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,12,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,13,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,14,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,15,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,16,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,17,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,18,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,19,CORA6,Cornus,racemosa,,,
2015,ES,AL,17-Jun,1,ES,1,C,20,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,21,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,22,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,23,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,24,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,25,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,26,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,27,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,28,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,29,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,C,30,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,1,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,2,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,3,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,4,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,5,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,6,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,7,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,8,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,9,LEVU,Leucanthemum,vulgare,,,
2015,ES,AL,17-Jun,1,ES,1,T,10,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,11,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,12,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,13,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,14,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,15,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,16,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,17,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,18,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,19,ERST3,Erigeron,strigosus,,,
2015,ES,AL,17-Jun,1,ES,1,T,20,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,21,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,22,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,23,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,24,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,25,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,26,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,27,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,28,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,29,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,1,T,30,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,1,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,2,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,3,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,4,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,5,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,6,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,7,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,8,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,9,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,10,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,11,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,12,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,13,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,14,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,15,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,16,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,17,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,18,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,19,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,20,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,21,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,22,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,23,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,24,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,25,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,26,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,27,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,28,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,29,none,none,none,,,
2015,ES,AL,17-Jun,1,ES,2,T,30,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,1,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,2,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,2,LEVU,Leucanthemum,vulgare,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,3,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,3,ERPH,Erigeron,philadelphicus,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,4,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,5,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,6,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,7,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,8,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,9,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,9,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,10,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,11,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,12,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,12,ERAN,Erigeron,annuus,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,12,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,13,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,14,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,15,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,15,ACMI2,Achillea,millefolium,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,16,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,17,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,18,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,19,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,19,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,20,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,20,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,20,ERST3,Erigeron,strigosus,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,21,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,22,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,23,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,23,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,24,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,24,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,24,ACMI2,Achillea,millefolium,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,25,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,26,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,27,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,28,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,28,TROH,Tradescantia,ohiensis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,29,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,29,TROH,Tradescantia,ohiensis,,,
2015,ES,URWA,19-Jun,1,JZ,1,T,30,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,1,PEDI,Penstemon,digitalis,,,
